Hlad Horni Hranice,Zizen Horni Hranice,Energie Horni Hranice,Hodnoceni,HP
37,51,50,0.0,0
37,50,50,0.0,0
37,49,50,6.0,100
37,48,50,6.0,100
37,47,50,0.0,0
37,46,50,0.0,0
37,45,50,0.0,0
37,44,50,0.0,0
37,43,50,0.0,0
37,42,50,0.0,0
37,41,50,0.0,0
37,40,50,0.0,0
37,39,50,0.0,0
37,38,50,0.0,0
37,37,50,0.0,0
37,36,50,0.0,0
37,35,50,0.0,0
37,34,50,0.0,0
37,33,50,0.0,0
37,32,50,0.0,0
37,31,50,0.0,0
37,30,50,0.0,0
37,29,50,0.0,0
37,28,50,0.0,0
37,27,50,0.0,0
37,26,50,0.0,0
37,25,50,0.0,0
37,24,50,0.0,0
37,23,50,0.0,0
37,22,50,0.0,0
37,21,50,0.0,0
37,20,50,0.0,0
36,80,50,4.0,99
36,79,50,4.0,99
36,78,50,4.0,99
36,77,50,4.0,99
36,76,50,4.0,100
36,75,50,4.0,99
36,74,50,4.0,99
36,73,50,4.0,99
36,72,50,6.0,99
36,71,50,6.0,99
36,70,50,6.0,99
36,69,50,6.0,99
36,68,50,6.0,99
36,67,50,6.0,99
36,66,50,6.0,99
36,65,50,6.0,98
36,64,50,6.0,98
36,63,50,0.0,0
36,62,50,0.0,0
36,61,50,0.0,0
36,60,50,0.0,0
36,59,50,0.0,0
36,58,50,0.0,0
36,57,50,0.0,0
36,56,50,6.0,100
36,55,50,6.0,100
36,54,50,6.0,100
36,53,50,0.0,0
36,52,50,0.0,0
36,51,50,0.0,0
36,50,50,0.0,0
36,49,50,0.0,0
36,48,50,0.0,0
36,47,50,0.0,0
36,46,50,0.0,0
36,45,50,0.0,0
36,44,50,0.0,0
36,43,50,0.0,0
36,42,50,0.0,0
36,41,50,0.0,0
36,40,50,0.0,0
36,39,50,0.0,0
36,38,50,0.0,0
36,37,50,0.0,0
36,36,50,0.0,0
36,35,50,0.0,0
36,34,50,0.0,0
36,33,50,0.0,0
36,32,50,0.0,0
36,31,50,0.0,0
36,30,50,0.0,0
36,29,50,0.0,0
36,28,50,0.0,0
36,27,50,0.0,0
36,26,50,0.0,0
36,25,50,0.0,0
36,24,50,0.0,0
36,23,50,0.0,0
36,22,50,0.0,0
36,21,50,0.0,0
36,20,50,6.0,100
35,80,50,4.0,99
35,79,50,4.0,99
35,78,50,4.0,99
35,77,50,4.0,100
35,76,50,4.0,100
35,75,50,4.0,99
35,74,50,4.0,99
35,73,50,4.0,99
35,72,50,6.0,99
35,71,50,6.0,99
35,70,50,6.0,99
35,69,50,6.0,99
35,68,50,6.0,98
35,67,50,6.0,99
35,66,50,6.0,98
35,65,50,0.0,0
35,64,50,0.0,0
35,63,50,0.0,0
35,62,50,0.0,0
35,61,50,0.0,0
35,60,50,6.0,99
35,59,50,6.0,98
35,58,50,6.0,98
35,57,50,6.0,100
35,56,50,6.0,100
35,55,50,6.0,98
35,54,50,6.0,98
35,53,50,0.0,0
35,52,50,0.0,0
35,51,50,0.0,0
35,50,50,0.0,0
35,49,50,0.0,0
35,48,50,0.0,0
35,47,50,0.0,0
35,46,50,0.0,0
35,45,50,0.0,0
35,44,50,0.0,0
35,43,50,0.0,0
35,42,50,0.0,0
35,41,50,0.0,0
35,40,50,0.0,0
35,39,50,0.0,0
35,38,50,0.0,0
35,37,50,0.0,0
35,36,50,0.0,0
35,35,50,0.0,0
35,34,50,0.0,0
35,33,50,0.0,0
35,32,50,0.0,0
35,31,50,0.0,0
35,30,50,0.0,0
35,29,50,0.0,0
35,28,50,0.0,0
35,27,50,0.0,0
35,26,50,0.0,0
35,25,50,0.0,0
35,24,50,0.0,0
35,23,50,0.0,0
35,22,50,0.0,0
35,21,50,0.0,0
35,20,50,0.0,0
34,80,50,4.0,99
34,79,50,4.0,99
34,78,50,4.0,99
34,77,50,4.0,99
34,76,50,4.0,99
34,75,50,4.0,99
34,74,50,4.0,99
34,73,50,4.0,99
34,72,50,6.0,99
34,71,50,6.0,99
34,70,50,6.0,98
34,69,50,6.0,99
34,68,50,6.0,99
34,67,50,6.0,99
34,66,50,0.0,0
34,65,50,0.0,0
34,64,50,6.0,99
34,63,50,6.0,98
34,62,50,6.0,98
34,61,50,6.0,98
34,60,50,6.0,99
34,59,50,6.0,98
34,58,50,6.0,98
34,57,50,6.0,99
34,56,50,0.0,0
34,55,50,0.0,0
34,54,50,0.0,0
34,53,50,0.0,0
34,52,50,0.0,0
34,51,50,0.0,0
34,50,50,0.0,0
34,49,50,0.0,0
34,48,50,0.0,0
34,47,50,0.0,0
34,46,50,0.0,0
34,45,50,0.0,0
34,44,50,0.0,0
34,43,50,0.0,0
34,42,50,0.0,0
34,41,50,0.0,0
34,40,50,0.0,0
34,39,50,0.0,0
34,38,50,0.0,0
34,37,50,0.0,0
34,36,50,0.0,0
34,35,50,0.0,0
34,34,50,0.0,0
34,33,50,0.0,0
34,32,50,0.0,0
34,31,50,0.0,0
34,30,50,0.0,0
34,29,50,0.0,0
34,28,50,0.0,0
34,27,50,0.0,0
34,26,50,0.0,0
34,25,50,0.0,0
34,24,50,0.0,0
34,23,50,0.0,0
34,22,50,0.0,0
34,21,50,0.0,0
34,20,50,0.0,0
33,80,50,4.0,99
33,79,50,4.0,99
33,78,50,4.0,99
33,77,50,4.0,99
33,76,50,4.0,99
33,75,50,4.0,99
33,74,50,4.0,99
33,73,50,4.0,99
33,72,50,6.0,99
33,71,50,6.0,99
33,70,50,6.0,99
33,69,50,6.0,99
33,68,50,6.0,99
33,67,50,6.0,99
33,66,50,6.0,99
33,65,50,6.0,99
33,64,50,6.0,99
33,63,50,6.0,98
33,62,50,6.0,99
33,61,50,6.0,99
33,60,50,6.0,98
33,59,50,6.0,98
33,58,50,0.0,0
33,57,50,0.0,0
33,56,50,0.0,0
33,55,50,0.0,0
33,54,50,0.0,0
33,53,50,0.0,0
33,52,50,0.0,0
33,51,50,0.0,0
33,50,50,0.0,0
33,49,50,0.0,0
33,48,50,6.0,97
33,47,50,6.0,98
33,46,50,0.0,0
33,45,50,0.0,0
33,44,50,0.0,0
33,43,50,0.0,0
33,42,50,0.0,0
33,41,50,0.0,0
33,40,50,0.0,0
33,39,50,0.0,0
33,38,50,0.0,0
33,37,50,0.0,0
33,36,50,0.0,0
33,35,50,0.0,0
33,34,50,0.0,0
33,33,50,0.0,0
33,32,50,0.0,0
33,31,50,0.0,0
33,30,50,0.0,0
33,29,50,0.0,0
33,28,50,0.0,0
33,27,50,0.0,0
33,26,50,0.0,0
33,25,50,0.0,0
33,24,50,0.0,0
33,23,50,0.0,0
33,22,50,0.0,0
33,21,50,0.0,0
33,20,50,0.0,0
32,80,50,4.0,99
32,79,50,4.0,99
32,78,50,4.0,99
32,77,50,4.0,99
32,76,50,4.0,99
32,75,50,4.0,99
32,74,50,4.0,99
32,73,50,4.0,99
32,72,50,6.0,99
32,71,50,0.0,0
32,70,50,0.0,0
32,69,50,6.0,99
32,68,50,6.0,99
32,67,50,6.0,99
32,66,50,6.0,98
32,65,50,6.0,98
32,64,50,6.0,98
32,63,50,6.0,98
32,62,50,6.0,99
32,61,50,6.0,98
32,60,50,6.0,98
32,59,50,0.0,0
32,58,50,0.0,0
32,57,50,0.0,0
32,56,50,0.0,0
32,55,50,0.0,0
32,54,50,0.0,0
32,53,50,0.0,0
32,52,50,6.0,98
32,51,50,6.0,98
32,50,50,6.0,98
32,49,50,0.0,0
32,48,50,0.0,0
32,47,50,0.0,0
32,46,50,0.0,0
32,45,50,0.0,0
32,44,50,0.0,0
32,43,50,0.0,0
32,42,50,0.0,0
32,41,50,0.0,0
32,40,50,0.0,0
32,39,50,0.0,0
32,38,50,0.0,0
32,37,50,0.0,0
32,36,50,0.0,0
32,35,50,0.0,0
32,34,50,0.0,0
32,33,50,0.0,0
32,32,50,0.0,0
32,31,50,0.0,0
32,30,50,0.0,0
32,29,50,0.0,0
32,28,50,0.0,0
32,27,50,0.0,0
32,26,50,0.0,0
32,25,50,0.0,0
32,24,50,0.0,0
32,23,50,0.0,0
32,22,50,0.0,0
32,21,50,0.0,0
32,20,50,0.0,0
31,80,50,4.0,99
31,79,50,4.0,99
31,78,50,4.0,99
31,77,50,4.0,99
31,76,50,4.0,99
31,75,50,4.0,99
31,74,50,4.0,99
31,73,50,4.0,99
31,72,50,6.0,99
31,71,50,6.0,99
31,70,50,6.0,98
31,69,50,6.0,99
31,68,50,6.0,98
31,67,50,6.0,99
31,66,50,6.0,99
31,65,50,6.0,98
31,64,50,6.0,98
31,63,50,6.0,99
31,62,50,6.0,99
31,61,50,6.0,99
31,60,50,6.0,98
31,59,50,6.0,98
31,58,50,0.0,0
31,57,50,0.0,0
31,56,50,6.0,98
31,55,50,6.0,98
31,54,50,6.0,98
31,53,50,6.0,99
31,52,50,6.0,98
31,51,50,0.0,0
31,50,50,0.0,0
31,49,50,0.0,0
31,48,50,0.0,0
31,47,50,0.0,0
31,46,50,0.0,0
31,45,50,0.0,0
31,44,50,0.0,0
31,43,50,0.0,0
31,42,50,0.0,0
31,41,50,0.0,0
31,40,50,0.0,0
31,39,50,0.0,0
31,38,50,0.0,0
31,37,50,0.0,0
31,36,50,0.0,0
31,35,50,0.0,0
31,34,50,0.0,0
31,33,50,0.0,0
31,32,50,0.0,0
31,31,50,0.0,0
31,30,50,0.0,0
31,29,50,0.0,0
31,28,50,0.0,0
31,27,50,0.0,0
31,26,50,0.0,0
31,25,50,0.0,0
31,24,50,0.0,0
31,23,50,0.0,0
31,22,50,0.0,0
31,21,50,0.0,0
31,20,50,0.0,0
30,80,50,4.0,99
30,79,50,4.0,99
30,78,50,4.0,99
30,77,50,4.0,99
30,76,50,4.0,99
30,75,50,4.0,99
30,74,50,4.0,99
30,73,50,4.0,99
30,72,50,6.0,99
30,71,50,6.0,99
30,70,50,6.0,98
30,69,50,6.0,98
30,68,50,6.0,98
30,67,50,6.0,99
30,66,50,6.0,99
30,65,50,6.0,99
30,64,50,6.0,98
30,63,50,6.0,98
30,62,50,6.0,99
30,61,50,6.0,99
30,60,50,6.0,98
30,59,50,6.0,99
30,58,50,6.0,98
30,57,50,6.0,98
30,56,50,6.0,98
30,55,50,0.0,0
30,54,50,0.0,0
30,53,50,0.0,0
30,52,50,0.0,0
30,51,50,0.0,0
30,50,50,0.0,0
30,49,50,0.0,0
30,48,50,0.0,0
30,47,50,0.0,0
30,46,50,0.0,0
30,45,50,0.0,0
30,44,50,0.0,0
30,43,50,0.0,0
30,42,50,0.0,0
30,41,50,6.0,98
30,40,50,0.0,0
30,39,50,0.0,0
30,38,50,0.0,0
30,37,50,0.0,0
30,36,50,0.0,0
30,35,50,0.0,0
30,34,50,0.0,0
30,33,50,0.0,0
30,32,50,0.0,0
30,31,50,0.0,0
30,30,50,0.0,0
30,29,50,0.0,0
30,28,50,0.0,0
30,27,50,0.0,0
30,26,50,0.0,0
30,25,50,0.0,0
30,24,50,0.0,0
30,23,50,0.0,0
30,22,50,0.0,0
30,21,50,0.0,0
30,20,50,0.0,0
29,80,50,4.0,99
29,79,50,4.0,99
29,78,50,4.0,99
29,77,50,4.0,99
29,76,50,4.0,99
29,75,50,4.0,99
29,74,50,4.0,99
29,73,50,4.0,99
29,72,50,0.0,0
29,71,50,6.0,98
29,70,50,6.0,98
29,69,50,0.0,0
29,68,50,0.0,0
29,67,50,0.0,0
29,66,50,6.0,99
29,65,50,6.0,99
29,64,50,6.0,98
29,63,50,6.0,99
29,62,50,6.0,99
29,61,50,6.0,98
29,60,50,6.0,98
29,59,50,0.0,0
29,58,50,0.0,0
29,57,50,0.0,0
29,56,50,0.0,0
29,55,50,0.0,0
29,54,50,0.0,0
29,53,50,0.0,0
29,52,50,0.0,0
29,51,50,0.0,0
29,50,50,0.0,0
29,49,50,0.0,0
29,48,50,0.0,0
29,47,50,0.0,0
29,46,50,0.0,0
29,45,50,0.0,0
29,44,50,0.0,0
29,43,50,0.0,0
29,42,50,0.0,0
29,41,50,0.0,0
29,40,50,0.0,0
29,39,50,0.0,0
29,38,50,0.0,0
29,37,50,0.0,0
29,36,50,0.0,0
29,35,50,0.0,0
29,34,50,0.0,0
29,33,50,0.0,0
29,32,50,0.0,0
29,31,50,0.0,0
29,30,50,0.0,0
29,29,50,0.0,0
29,28,50,0.0,0
29,27,50,0.0,0
29,26,50,0.0,0
29,25,50,0.0,0
29,24,50,0.0,0
29,23,50,0.0,0
29,22,50,0.0,0
29,21,50,0.0,0
29,20,50,0.0,0
28,80,50,4.0,99
28,79,50,4.0,99
28,78,50,4.0,99
28,77,50,4.0,99
28,76,50,4.0,99
28,75,50,4.0,99
28,74,50,4.0,99
28,73,50,4.0,99
28,72,50,6.0,99
28,71,50,0.0,0
28,70,50,0.0,0
28,69,50,0.0,0
28,68,50,6.0,99
28,67,50,6.0,99
28,66,50,6.0,99
28,65,50,6.0,98
28,64,50,6.0,99
28,63,50,6.0,99
28,62,50,6.0,99
28,61,50,6.0,98
28,60,50,6.0,98
28,59,50,0.0,0
28,58,50,0.0,0
28,57,50,0.0,0
28,56,50,0.0,0
28,55,50,6.0,98
28,54,50,6.0,99
28,53,50,0.0,0
28,52,50,0.0,0
28,51,50,0.0,0
28,50,50,0.0,0
28,49,50,0.0,0
28,48,50,0.0,0
28,47,50,0.0,0
28,46,50,0.0,0
28,45,50,0.0,0
28,44,50,0.0,0
28,43,50,0.0,0
28,42,50,0.0,0
28,41,50,0.0,0
28,40,50,0.0,0
28,39,50,0.0,0
28,38,50,0.0,0
28,37,50,0.0,0
28,36,50,0.0,0
28,35,50,0.0,0
28,34,50,0.0,0
28,33,50,0.0,0
28,32,50,0.0,0
28,31,50,0.0,0
28,30,50,0.0,0
28,29,50,0.0,0
28,28,50,0.0,0
28,27,50,0.0,0
28,26,50,0.0,0
28,25,50,0.0,0
28,24,50,0.0,0
28,23,50,0.0,0
28,22,50,0.0,0
28,21,50,0.0,0
28,20,50,0.0,0
27,80,50,4.0,99
27,79,50,4.0,99
27,78,50,4.0,99
27,77,50,0.0,0
27,76,50,0.0,0
27,75,50,4.0,99
27,74,50,4.0,99
27,73,50,4.0,99
27,72,50,6.0,99
27,71,50,6.0,99
27,70,50,6.0,98
27,69,50,6.0,98
27,68,50,6.0,99
27,67,50,6.0,99
27,66,50,6.0,99
27,65,50,6.0,98
27,64,50,6.0,98
27,63,50,6.0,99
27,62,50,6.0,99
27,61,50,6.0,98
27,60,50,6.0,98
27,59,50,6.0,98
27,58,50,6.0,99
27,57,50,0.0,0
27,56,50,0.0,0
27,55,50,0.0,0
27,54,50,0.0,0
27,53,50,0.0,0
27,52,50,0.0,0
27,51,50,0.0,0
27,50,50,0.0,0
27,49,50,0.0,0
27,48,50,0.0,0
27,47,50,0.0,0
27,46,50,0.0,0
27,45,50,0.0,0
27,44,50,0.0,0
27,43,50,0.0,0
27,42,50,0.0,0
27,41,50,0.0,0
27,40,50,0.0,0
27,39,50,0.0,0
27,38,50,0.0,0
27,37,50,0.0,0
27,36,50,0.0,0
27,35,50,0.0,0
27,34,50,0.0,0
27,33,50,0.0,0
27,32,50,0.0,0
27,31,50,0.0,0
27,30,50,0.0,0
27,29,50,0.0,0
27,28,50,0.0,0
27,27,50,0.0,0
27,26,50,0.0,0
27,25,50,0.0,0
27,24,50,0.0,0
27,23,50,0.0,0
27,22,50,0.0,0
27,21,50,0.0,0
27,20,50,0.0,0
26,80,50,0.0,0
26,79,50,0.0,0
26,78,50,0.0,0
26,77,50,0.0,0
26,76,50,0.0,0
26,75,50,0.0,0
26,74,50,4.0,99
26,73,50,4.0,99
26,72,50,6.0,99
26,71,50,6.0,99
26,70,50,6.0,98
26,69,50,6.0,98
26,68,50,6.0,99
26,67,50,6.0,99
26,66,50,6.0,99
26,65,50,6.0,98
26,64,50,6.0,98
26,63,50,6.0,99
26,62,50,6.0,99
26,61,50,0.0,0
26,60,50,0.0,0
26,59,50,0.0,0
26,58,50,0.0,0
26,57,50,0.0,0
26,56,50,0.0,0
26,55,50,0.0,0
26,54,50,0.0,0
26,53,50,0.0,0
26,52,50,0.0,0
26,51,50,0.0,0
26,50,50,0.0,0
26,49,50,0.0,0
26,48,50,0.0,0
26,47,50,0.0,0
26,46,50,0.0,0
26,45,50,0.0,0
26,44,50,0.0,0
26,43,50,0.0,0
26,42,50,0.0,0
26,41,50,0.0,0
26,40,50,0.0,0
26,39,50,0.0,0
26,38,50,0.0,0
26,37,50,0.0,0
26,36,50,0.0,0
26,35,50,0.0,0
26,34,50,0.0,0
26,33,50,0.0,0
26,32,50,0.0,0
26,31,50,0.0,0
26,30,50,0.0,0
26,29,50,0.0,0
26,28,50,0.0,0
26,27,50,0.0,0
26,26,50,0.0,0
26,25,50,0.0,0
26,24,50,0.0,0
26,23,50,0.0,0
26,22,50,0.0,0
26,21,50,0.0,0
26,20,50,6.0,100
25,80,50,0.0,0
25,79,50,0.0,0
25,78,50,0.0,0
25,77,50,0.0,0
25,76,50,0.0,0
25,75,50,0.0,0
25,74,50,0.0,0
25,73,50,0.0,0
25,72,50,0.0,0
25,71,50,0.0,0
25,70,50,0.0,0
25,69,50,0.0,0
25,68,50,0.0,0
25,67,50,0.0,0
25,66,50,0.0,0
25,65,50,0.0,0
25,64,50,0.0,0
25,63,50,0.0,0
25,62,50,0.0,0
25,61,50,0.0,0
25,60,50,0.0,0
25,59,50,0.0,0
25,58,50,0.0,0
25,57,50,0.0,0
25,56,50,0.0,0
25,55,50,0.0,0
25,54,50,0.0,0
25,53,50,0.0,0
25,52,50,0.0,0
25,51,50,0.0,0
25,50,50,0.0,0
25,49,50,0.0,0
25,48,50,0.0,0
25,47,50,0.0,0
25,46,50,0.0,0
25,45,50,0.0,0
25,44,50,0.0,0
25,43,50,0.0,0
25,42,50,0.0,0
25,41,50,0.0,0
25,40,50,0.0,0
25,39,50,0.0,0
25,38,50,0.0,0
25,37,50,0.0,0
25,36,50,0.0,0
25,35,50,0.0,0
25,34,50,0.0,0
25,33,50,0.0,0
25,32,50,0.0,0
25,31,50,0.0,0
25,30,50,0.0,0
25,29,50,0.0,0
25,28,50,0.0,0
25,27,50,0.0,0
25,26,50,0.0,0
25,25,50,0.0,0
25,24,50,0.0,0
25,23,50,0.0,0
25,22,50,0.0,0
25,21,50,0.0,0
25,20,50,6.0,100
24,80,50,0.0,0
24,79,50,0.0,0
24,78,50,0.0,0
24,77,50,0.0,0
24,76,50,0.0,0
24,75,50,0.0,0
24,74,50,0.0,0
24,73,50,0.0,0
24,72,50,0.0,0
24,71,50,0.0,0
24,70,50,0.0,0
24,69,50,0.0,0
24,68,50,0.0,0
24,67,50,0.0,0
24,66,50,0.0,0
24,65,50,0.0,0
24,64,50,0.0,0
24,63,50,0.0,0
24,62,50,0.0,0
24,61,50,0.0,0
24,60,50,0.0,0
24,59,50,0.0,0
24,58,50,0.0,0
24,57,50,0.0,0
24,56,50,0.0,0
24,55,50,0.0,0
24,54,50,0.0,0
24,53,50,0.0,0
24,52,50,0.0,0
24,51,50,0.0,0
24,50,50,0.0,0
24,49,50,0.0,0
24,48,50,0.0,0
24,47,50,0.0,0
24,46,50,0.0,0
24,45,50,0.0,0
24,44,50,0.0,0
24,43,50,0.0,0
24,42,50,0.0,0
24,41,50,0.0,0
24,40,50,0.0,0
24,39,50,0.0,0
24,38,50,0.0,0
24,37,50,0.0,0
24,36,50,0.0,0
24,35,50,0.0,0
24,34,50,0.0,0
24,33,50,0.0,0
24,32,50,0.0,0
24,31,50,0.0,0
24,30,50,0.0,0
24,29,50,0.0,0
24,28,50,0.0,0
24,27,50,0.0,0
24,26,50,0.0,0
24,25,50,0.0,0
24,24,50,0.0,0
24,23,50,0.0,0
24,22,50,0.0,0
24,21,50,0.0,0
24,20,50,6.0,100
23,80,50,0.0,0
23,79,50,0.0,0
23,78,50,0.0,0
23,77,50,0.0,0
23,76,50,0.0,0
23,75,50,0.0,0
23,74,50,0.0,0
23,73,50,0.0,0
23,72,50,0.0,0
23,71,50,0.0,0
23,70,50,0.0,0
23,69,50,0.0,0
23,68,50,0.0,0
23,67,50,0.0,0
23,66,50,0.0,0
23,65,50,0.0,0
23,64,50,0.0,0
23,63,50,0.0,0
23,62,50,0.0,0
23,61,50,0.0,0
23,60,50,0.0,0
23,59,50,0.0,0
23,58,50,0.0,0
23,57,50,0.0,0
23,56,50,0.0,0
23,55,50,0.0,0
23,54,50,0.0,0
23,53,50,0.0,0
23,52,50,0.0,0
23,51,50,0.0,0
23,50,50,0.0,0
23,49,50,0.0,0
23,48,50,0.0,0
23,47,50,0.0,0
23,46,50,0.0,0
23,45,50,0.0,0
23,44,50,0.0,0
23,43,50,0.0,0
23,42,50,0.0,0
23,41,50,0.0,0
23,40,50,0.0,0
23,39,50,0.0,0
23,38,50,0.0,0
23,37,50,0.0,0
23,36,50,0.0,0
23,35,50,0.0,0
23,34,50,0.0,0
23,33,50,0.0,0
23,32,50,0.0,0
23,31,50,0.0,0
23,30,50,0.0,0
23,29,50,0.0,0
23,28,50,0.0,0
23,27,50,0.0,0
23,26,50,0.0,0
23,25,50,0.0,0
23,24,50,0.0,0
23,23,50,0.0,0
23,22,50,0.0,0
23,21,50,0.0,0
23,20,50,6.0,100
22,80,50,0.0,0
22,79,50,0.0,0
22,78,50,0.0,0
22,77,50,0.0,0
22,76,50,0.0,0
22,75,50,0.0,0
22,74,50,0.0,0
22,73,50,0.0,0
22,72,50,0.0,0
22,71,50,0.0,0
22,70,50,0.0,0
22,69,50,0.0,0
22,68,50,0.0,0
22,67,50,0.0,0
22,66,50,0.0,0
22,65,50,0.0,0
22,64,50,0.0,0
22,63,50,0.0,0
22,62,50,0.0,0
22,61,50,0.0,0
22,60,50,0.0,0
22,59,50,0.0,0
22,58,50,0.0,0
22,57,50,0.0,0
22,56,50,0.0,0
22,55,50,0.0,0
22,54,50,0.0,0
22,53,50,0.0,0
22,52,50,0.0,0
22,51,50,0.0,0
22,50,50,0.0,0
22,49,50,0.0,0
22,48,50,0.0,0
22,47,50,0.0,0
22,46,50,0.0,0
22,45,50,0.0,0
22,44,50,0.0,0
22,43,50,0.0,0
22,42,50,0.0,0
22,41,50,0.0,0
22,40,50,0.0,0
22,39,50,0.0,0
22,38,50,0.0,0
22,37,50,0.0,0
22,36,50,0.0,0
22,35,50,0.0,0
22,34,50,0.0,0
22,33,50,0.0,0
22,32,50,0.0,0
22,31,50,0.0,0
22,30,50,0.0,0
22,29,50,0.0,0
22,28,50,0.0,0
22,27,50,0.0,0
22,26,50,0.0,0
22,25,50,0.0,0
22,24,50,0.0,0
22,23,50,0.0,0
22,22,50,0.0,0
22,21,50,0.0,0
22,20,50,6.0,100
21,80,50,0.0,0
21,79,50,0.0,0
21,78,50,0.0,0
21,77,50,0.0,0
21,76,50,0.0,0
21,75,50,0.0,0
21,74,50,0.0,0
21,73,50,0.0,0
21,72,50,0.0,0
21,71,50,0.0,0
21,70,50,0.0,0
21,69,50,0.0,0
21,68,50,0.0,0
21,67,50,0.0,0
21,66,50,0.0,0
21,65,50,0.0,0
21,64,50,0.0,0
21,63,50,0.0,0
21,62,50,0.0,0
21,61,50,0.0,0
21,60,50,0.0,0
21,59,50,0.0,0
21,58,50,0.0,0
21,57,50,0.0,0
21,56,50,0.0,0
21,55,50,0.0,0
21,54,50,0.0,0
21,53,50,0.0,0
21,52,50,0.0,0
21,51,50,0.0,0
21,50,50,0.0,0
21,49,50,0.0,0
21,48,50,0.0,0
21,47,50,0.0,0
21,46,50,0.0,0
21,45,50,0.0,0
21,44,50,0.0,0
21,43,50,0.0,0
21,42,50,0.0,0
21,41,50,0.0,0
21,40,50,0.0,0
21,39,50,0.0,0
21,38,50,0.0,0
21,37,50,0.0,0
21,36,50,0.0,0
21,35,50,0.0,0
21,34,50,0.0,0
21,33,50,0.0,0
21,32,50,0.0,0
21,31,50,0.0,0
21,30,50,0.0,0
21,29,50,0.0,0
21,28,50,0.0,0
21,27,50,0.0,0
21,26,50,0.0,0
21,25,50,0.0,0
21,24,50,0.0,0
21,23,50,0.0,0
21,22,50,0.0,0
21,21,50,0.0,0
21,20,50,6.0,100
20,80,50,0.0,0
20,79,50,0.0,0
20,78,50,0.0,0
20,77,50,0.0,0
20,76,50,0.0,0
20,75,50,0.0,0
20,74,50,0.0,0
20,73,50,0.0,0
20,72,50,0.0,0
20,71,50,0.0,0
20,70,50,0.0,0
20,69,50,0.0,0
20,68,50,0.0,0
20,67,50,0.0,0
20,66,50,0.0,0
20,65,50,0.0,0
20,64,50,0.0,0
20,63,50,0.0,0
20,62,50,0.0,0
20,61,50,0.0,0
20,60,50,0.0,0
20,59,50,0.0,0
20,58,50,0.0,0
20,57,50,0.0,0
20,56,50,0.0,0
20,55,50,0.0,0
20,54,50,0.0,0
20,53,50,0.0,0
20,52,50,0.0,0
20,51,50,0.0,0
20,50,50,0.0,0
20,49,50,0.0,0
20,48,50,0.0,0
20,47,50,0.0,0
20,46,50,0.0,0
20,45,50,0.0,0
20,44,50,0.0,0
20,43,50,0.0,0
20,42,50,0.0,0
20,41,50,0.0,0
20,40,50,0.0,0
20,39,50,0.0,0
20,38,50,0.0,0
20,37,50,0.0,0
20,36,50,0.0,0
20,35,50,0.0,0
20,34,50,0.0,0
20,33,50,0.0,0
20,32,50,0.0,0
20,31,50,0.0,0
20,30,50,0.0,0
20,29,50,0.0,0
20,28,50,0.0,0
20,27,50,0.0,0
20,26,50,0.0,0
20,25,50,0.0,0
20,24,50,0.0,0
20,23,50,0.0,0
20,22,50,0.0,0
20,21,50,0.0,0
20,20,50,0.0,0
