Hlad Horni Hranice,Zizen Horni Hranice,Energie Horni Hranice,Hodnoceni,HP
70,30,50,0.0,0
70,28,50,0.0,0
70,26,50,0.0,0
70,24,50,0.0,0
70,22,50,0.0,0
70,20,50,0.0,0
68,80,50,4.0,100
68,78,50,4.0,100
68,76,50,4.0,100
68,74,50,4.0,100
68,72,50,6.0,100
68,70,50,6.0,100
68,68,50,6.0,100
68,66,50,6.0,100
68,64,50,6.0,100
68,62,50,6.0,100
68,60,50,6.0,100
68,58,50,6.0,100
68,56,50,6.0,100
68,54,50,6.0,100
68,52,50,6.0,100
68,50,50,6.0,100
68,48,50,0.0,0
68,46,50,0.0,0
68,44,50,0.0,0
68,42,50,6.0,99
68,40,50,6.0,100
68,38,50,0.0,0
68,36,50,0.0,0
68,34,50,0.0,0
68,32,50,0.0,0
68,30,50,0.0,0
68,28,50,0.0,0
68,26,50,0.0,0
68,24,50,0.0,0
68,22,50,0.0,0
68,20,50,0.0,0
66,80,50,4.0,100
66,78,50,4.0,100
66,76,50,4.0,100
66,74,50,4.0,100
66,72,50,6.0,100
66,70,50,6.0,100
66,68,50,6.0,100
66,66,50,6.0,100
66,64,50,6.0,100
66,62,50,6.0,100
66,60,50,6.0,100
66,58,50,6.0,100
66,56,50,6.0,100
66,54,50,6.0,100
66,52,50,6.0,100
66,50,50,6.0,100
66,48,50,6.0,98
66,46,50,0.0,0
66,44,50,0.0,0
66,42,50,0.0,0
66,40,50,0.0,0
66,38,50,0.0,0
66,36,50,0.0,0
66,34,50,0.0,0
66,32,50,0.0,0
66,30,50,0.0,0
66,28,50,0.0,0
66,26,50,0.0,0
66,24,50,0.0,0
66,22,50,0.0,0
66,20,50,6.0,89
64,80,50,4.0,100
64,78,50,4.0,100
64,76,50,4.0,100
64,74,50,4.0,100
64,72,50,6.0,100
64,70,50,6.0,100
64,68,50,6.0,100
64,66,50,6.0,100
64,64,50,6.0,100
64,62,50,6.0,100
64,60,50,6.0,100
64,58,50,6.0,100
64,56,50,6.0,100
64,54,50,6.0,100
64,52,50,0.0,0
64,50,50,6.0,100
64,48,50,6.0,100
64,46,50,0.0,0
64,44,50,6.0,100
64,42,50,6.0,99
64,40,50,6.0,100
64,38,50,0.0,0
64,36,50,0.0,0
64,34,50,0.0,0
64,32,50,0.0,0
64,30,50,0.0,0
64,28,50,0.0,0
64,26,50,0.0,0
64,24,50,0.0,0
64,22,50,0.0,0
64,20,50,6.0,100
62,80,50,4.0,100
62,78,50,4.0,100
62,76,50,4.0,100
62,74,50,4.0,100
62,72,50,6.0,100
62,70,50,6.0,100
62,68,50,6.0,100
62,66,50,6.0,100
62,64,50,6.0,100
62,62,50,6.0,100
62,60,50,6.0,100
62,58,50,6.0,100
62,56,50,6.0,100
62,54,50,6.0,100
62,52,50,6.0,100
62,50,50,6.0,100
62,48,50,6.0,98
62,46,50,6.0,99
62,44,50,0.0,0
62,42,50,0.0,0
62,40,50,0.0,0
62,38,50,0.0,0
62,36,50,0.0,0
62,34,50,0.0,0
62,32,50,0.0,0
62,30,50,0.0,0
62,28,50,0.0,0
62,26,50,0.0,0
62,24,50,0.0,0
62,22,50,0.0,0
62,20,50,6.0,100
60,80,50,4.0,100
60,78,50,4.0,100
60,76,50,4.0,100
60,74,50,4.0,100
60,72,50,6.0,100
60,70,50,6.0,100
60,68,50,6.0,100
60,66,50,6.0,100
60,64,50,6.0,100
60,62,50,6.0,100
60,60,50,6.0,100
60,58,50,6.0,100
60,56,50,6.0,100
60,54,50,6.0,100
60,52,50,6.0,100
60,50,50,6.0,100
60,48,50,6.0,100
60,46,50,0.0,0
60,44,50,6.0,99
60,42,50,6.0,100
60,40,50,6.0,98
60,38,50,0.0,0
60,36,50,0.0,0
60,34,50,0.0,0
60,32,50,0.0,0
60,30,50,0.0,0
60,28,50,0.0,0
60,26,50,0.0,0
60,24,50,0.0,0
60,22,50,0.0,0
60,20,50,6.0,100
58,80,50,4.0,100
58,78,50,4.0,100
58,76,50,4.0,100
58,74,50,4.0,100
58,72,50,6.0,100
58,70,50,6.0,100
58,68,50,6.0,100
58,66,50,6.0,100
58,64,50,6.0,100
58,62,50,6.0,100
58,60,50,6.0,100
58,58,50,6.0,100
58,56,50,6.0,100
58,54,50,6.0,100
58,52,50,6.0,100
58,50,50,6.0,100
58,48,50,6.0,98
58,46,50,6.0,98
58,44,50,6.0,98
58,42,50,6.0,98
58,40,50,0.0,0
58,38,50,0.0,0
58,36,50,0.0,0
58,34,50,0.0,0
58,32,50,0.0,0
58,30,50,0.0,0
58,28,50,0.0,0
58,26,50,0.0,0
58,24,50,0.0,0
58,22,50,0.0,0
58,20,50,0.0,0
56,80,50,4.0,100
56,78,50,4.0,100
56,76,50,4.0,100
56,74,50,4.0,100
56,72,50,6.0,100
56,70,50,6.0,100
56,68,50,6.0,100
56,66,50,6.0,100
56,64,50,6.0,100
56,62,50,6.0,100
56,60,50,6.0,100
56,58,50,6.0,100
56,56,50,6.0,100
56,54,50,6.0,100
56,52,50,6.0,98
56,50,50,6.0,98
56,48,50,6.0,98
56,46,50,6.0,100
56,44,50,6.0,99
56,42,50,6.0,100
56,40,50,6.0,98
56,38,50,6.0,98
56,36,50,0.0,0
56,34,50,0.0,0
56,32,50,0.0,0
56,30,50,0.0,0
56,28,50,0.0,0
56,26,50,0.0,0
56,24,50,0.0,0
56,22,50,0.0,0
56,20,50,0.0,0
54,80,50,4.0,100
54,78,50,4.0,100
54,76,50,4.0,100
54,74,50,4.0,100
54,72,50,6.0,100
54,70,50,6.0,100
54,68,50,6.0,100
54,66,50,6.0,100
54,64,50,6.0,100
54,62,50,6.0,100
54,60,50,6.0,100
54,58,50,6.0,100
54,56,50,6.0,100
54,54,50,6.0,100
54,52,50,6.0,100
54,50,50,6.0,100
54,48,50,6.0,98
54,46,50,6.0,98
54,44,50,6.0,98
54,42,50,6.0,98
54,40,50,6.0,98
54,38,50,0.0,0
54,36,50,0.0,0
54,34,50,6.0,98
54,32,50,6.0,98
54,30,50,0.0,0
54,28,50,0.0,0
54,26,50,0.0,0
54,24,50,0.0,0
54,22,50,0.0,0
54,20,50,0.0,0
52,80,50,4.0,100
52,78,50,4.0,100
52,76,50,4.0,100
52,74,50,4.0,100
52,72,50,6.0,100
52,70,50,6.0,100
52,68,50,6.0,100
52,66,50,6.0,100
52,64,50,6.0,100
52,62,50,6.0,100
52,60,50,6.0,100
52,58,50,6.0,100
52,56,50,6.0,100
52,54,50,6.0,100
52,52,50,6.0,100
52,50,50,6.0,100
52,48,50,6.0,98
52,46,50,6.0,98
52,44,50,6.0,100
52,42,50,6.0,98
52,40,50,6.0,98
52,38,50,6.0,98
52,36,50,6.0,98
52,34,50,6.0,98
52,32,50,0.0,0
52,30,50,0.0,0
52,28,50,0.0,0
52,26,50,0.0,0
52,24,50,0.0,0
52,22,50,0.0,0
52,20,50,0.0,0
50,80,50,4.0,99
50,78,50,4.0,99
50,76,50,4.0,99
50,74,50,4.0,99
50,72,50,6.0,100
50,70,50,6.0,100
50,68,50,6.0,100
50,66,50,6.0,98
50,64,50,6.0,100
50,62,50,6.0,100
50,60,50,6.0,100
50,58,50,6.0,100
50,56,50,6.0,100
50,54,50,6.0,100
50,52,50,6.0,100
50,50,50,6.0,100
50,48,50,6.0,98
50,46,50,6.0,100
50,44,50,6.0,98
50,42,50,6.0,98
50,40,50,0.0,0
50,38,50,0.0,0
50,36,50,0.0,0
50,34,50,6.0,98
50,32,50,6.0,98
50,30,50,6.0,98
50,28,50,6.0,98
50,26,50,0.0,0
50,24,50,6.0,98
50,22,50,0.0,0
50,20,50,6.0,100
48,80,50,4.0,100
48,78,50,4.0,100
48,76,50,4.0,100
48,74,50,4.0,100
48,72,50,6.0,100
48,70,50,6.0,100
48,68,50,6.0,100
48,66,50,6.0,100
48,64,50,6.0,100
48,62,50,6.0,98
48,60,50,6.0,99
48,58,50,6.0,100
48,56,50,6.0,100
48,54,50,6.0,100
48,52,50,6.0,100
48,50,50,6.0,99
48,48,50,6.0,100
48,46,50,6.0,98
48,44,50,6.0,98
48,42,50,6.0,97
48,40,50,6.0,98
48,38,50,6.0,98
48,36,50,6.0,100
48,34,50,6.0,98
48,32,50,0.0,0
48,30,50,0.0,0
48,28,50,0.0,0
48,26,50,0.0,0
48,24,50,0.0,0
48,22,50,0.0,0
48,20,50,0.0,0
46,80,50,4.0,99
46,78,50,4.0,99
46,76,50,4.0,100
46,74,50,4.0,99
46,72,50,6.0,100
46,70,50,6.0,99
46,68,50,6.0,99
46,66,50,6.0,100
46,64,50,6.0,100
46,62,50,6.0,100
46,60,50,6.0,100
46,58,50,6.0,100
46,56,50,6.0,100
46,54,50,6.0,100
46,52,50,6.0,100
46,50,50,6.0,99
46,48,50,6.0,99
46,46,50,6.0,97
46,44,50,6.0,97
46,42,50,6.0,98
46,40,50,6.0,98
46,38,50,6.0,98
46,36,50,0.0,0
46,34,50,0.0,0
46,32,50,0.0,0
46,30,50,0.0,0
46,28,50,0.0,0
46,26,50,0.0,0
46,24,50,0.0,0
46,22,50,0.0,0
46,20,50,0.0,0
44,80,50,4.0,100
44,78,50,4.0,100
44,76,50,4.0,100
44,74,50,4.0,100
44,72,50,6.0,99
44,70,50,6.0,100
44,68,50,6.0,100
44,66,50,6.0,100
44,64,50,6.0,100
44,62,50,6.0,100
44,60,50,6.0,99
44,58,50,6.0,100
44,56,50,6.0,100
44,54,50,6.0,100
44,52,50,6.0,100
44,50,50,6.0,100
44,48,50,6.0,99
44,46,50,6.0,99
44,44,50,0.0,0
44,42,50,6.0,99
44,40,50,0.0,0
44,38,50,0.0,0
44,36,50,0.0,0
44,34,50,6.0,98
44,32,50,6.0,98
44,30,50,6.0,98
44,28,50,0.0,0
44,26,50,0.0,0
44,24,50,0.0,0
44,22,50,0.0,0
44,20,50,0.0,0
42,80,50,4.0,99
42,78,50,4.0,99
42,76,50,4.0,100
42,74,50,4.0,99
42,72,50,6.0,100
42,70,50,6.0,99
42,68,50,6.0,99
42,66,50,6.0,100
42,64,50,0.0,0
42,62,50,6.0,100
42,60,50,6.0,100
42,58,50,6.0,100
42,56,50,6.0,100
42,54,50,6.0,100
42,52,50,0.0,0
42,50,50,0.0,0
42,48,50,0.0,0
42,46,50,0.0,0
42,44,50,0.0,0
42,42,50,6.0,98
42,40,50,6.0,98
42,38,50,6.0,98
42,36,50,0.0,0
42,34,50,0.0,0
42,32,50,0.0,0
42,30,50,0.0,0
42,28,50,0.0,0
42,26,50,0.0,0
42,24,50,0.0,0
42,22,50,0.0,0
42,20,50,0.0,0
40,80,50,4.0,99
40,78,50,4.0,99
40,76,50,4.0,99
40,74,50,4.0,99
40,72,50,6.0,99
40,70,50,6.0,100
40,68,50,6.0,100
40,66,50,0.0,0
40,64,50,6.0,100
40,62,50,6.0,100
40,60,50,6.0,98
40,58,50,0.0,0
40,56,50,0.0,0
40,54,50,0.0,0
40,52,50,0.0,0
40,50,50,6.0,100
40,48,50,6.0,99
40,46,50,6.0,100
40,44,50,0.0,0
40,42,50,0.0,0
40,40,50,0.0,0
40,38,50,6.0,99
40,36,50,0.0,0
40,34,50,0.0,0
40,32,50,0.0,0
40,30,50,0.0,0
40,28,50,0.0,0
40,26,50,0.0,0
40,24,50,0.0,0
40,22,50,0.0,0
40,20,50,0.0,0
38,80,50,4.0,100
38,78,50,4.0,99
38,76,50,4.0,99
38,74,50,4.0,100
38,72,50,6.0,99
38,70,50,6.0,99
38,68,50,6.0,99
38,66,50,6.0,98
38,64,50,6.0,99
38,62,50,6.0,98
38,60,50,0.0,0
38,58,50,6.0,100
38,56,50,6.0,100
38,54,50,0.0,0
38,52,50,6.0,98
38,50,50,0.0,0
38,48,50,0.0,0
38,46,50,0.0,0
38,44,50,0.0,0
38,42,50,0.0,0
38,40,50,0.0,0
38,38,50,0.0,0
38,36,50,0.0,0
38,34,50,0.0,0
38,32,50,0.0,0
38,30,50,0.0,0
38,28,50,0.0,0
38,26,50,0.0,0
38,24,50,0.0,0
38,22,50,0.0,0
38,20,50,0.0,0
36,80,50,4.0,99
36,78,50,4.0,99
36,76,50,4.0,100
36,74,50,4.0,99
36,72,50,6.0,99
36,70,50,6.0,98
36,68,50,6.0,98
36,66,50,6.0,100
36,64,50,6.0,100
36,62,50,6.0,100
36,60,50,6.0,99
36,58,50,6.0,98
36,56,50,6.0,98
36,54,50,6.0,99
36,52,50,0.0,0
36,50,50,0.0,0
36,48,50,0.0,0
36,46,50,0.0,0
36,44,50,0.0,0
36,42,50,0.0,0
36,40,50,0.0,0
36,38,50,0.0,0
36,36,50,0.0,0
36,34,50,0.0,0
36,32,50,0.0,0
36,30,50,0.0,0
36,28,50,0.0,0
36,26,50,0.0,0
36,24,50,0.0,0
36,22,50,0.0,0
36,20,50,0.0,0
34,80,50,4.0,99
34,78,50,4.0,99
34,76,50,4.0,99
34,74,50,4.0,99
34,72,50,6.0,99
34,70,50,6.0,99
34,68,50,6.0,98
34,66,50,6.0,98
34,64,50,6.0,99
34,62,50,6.0,98
34,60,50,6.0,98
34,58,50,0.0,0
34,56,50,0.0,0
34,54,50,6.0,98
34,52,50,6.0,98
34,50,50,0.0,0
34,48,50,0.0,0
34,46,50,0.0,0
34,44,50,0.0,0
34,42,50,0.0,0
34,40,50,0.0,0
34,38,50,0.0,0
34,36,50,0.0,0
34,34,50,0.0,0
34,32,50,0.0,0
34,30,50,0.0,0
34,28,50,0.0,0
34,26,50,0.0,0
34,24,50,0.0,0
34,22,50,0.0,0
34,20,50,0.0,0
32,80,50,4.0,99
32,78,50,4.0,99
32,76,50,4.0,99
32,74,50,4.0,99
32,72,50,6.0,99
32,70,50,6.0,99
32,68,50,6.0,99
32,66,50,6.0,98
32,64,50,6.0,99
32,62,50,6.0,98
32,60,50,6.0,99
32,58,50,6.0,98
32,56,50,6.0,98
32,54,50,6.0,98
32,52,50,0.0,0
32,50,50,0.0,0
32,48,50,0.0,0
32,46,50,0.0,0
32,44,50,0.0,0
32,42,50,0.0,0
32,40,50,0.0,0
32,38,50,0.0,0
32,36,50,0.0,0
32,34,50,0.0,0
32,32,50,0.0,0
32,30,50,0.0,0
32,28,50,0.0,0
32,26,50,0.0,0
32,24,50,0.0,0
32,22,50,0.0,0
32,20,50,0.0,0
30,80,50,4.0,99
30,78,50,4.0,99
30,76,50,4.0,99
30,74,50,4.0,99
30,72,50,6.0,99
30,70,50,6.0,99
30,68,50,6.0,98
30,66,50,6.0,99
30,64,50,6.0,99
30,62,50,6.0,98
30,60,50,6.0,99
30,58,50,6.0,98
30,56,50,0.0,0
30,54,50,6.0,99
30,52,50,0.0,0
30,50,50,0.0,0
30,48,50,6.0,98
30,46,50,0.0,0
30,44,50,0.0,0
30,42,50,6.0,98
30,40,50,0.0,0
30,38,50,0.0,0
30,36,50,0.0,0
30,34,50,0.0,0
30,32,50,0.0,0
30,30,50,0.0,0
30,28,50,0.0,0
30,26,50,0.0,0
30,24,50,0.0,0
30,22,50,0.0,0
30,20,50,0.0,0
28,80,50,4.0,99
28,78,50,4.0,99
28,76,50,4.0,99
28,74,50,4.0,99
28,72,50,6.0,99
28,70,50,6.0,99
28,68,50,6.0,99
28,66,50,6.0,99
28,64,50,6.0,99
28,62,50,0.0,0
28,60,50,0.0,0
28,58,50,0.0,0
28,56,50,0.0,0
28,54,50,0.0,0
28,52,50,0.0,0
28,50,50,0.0,0
28,48,50,0.0,0
28,46,50,0.0,0
28,44,50,0.0,0
28,42,50,0.0,0
28,40,50,0.0,0
28,38,50,0.0,0
28,36,50,0.0,0
28,34,50,0.0,0
28,32,50,0.0,0
28,30,50,0.0,0
28,28,50,0.0,0
28,26,50,0.0,0
28,24,50,0.0,0
28,22,50,0.0,0
28,20,50,0.0,0
26,80,50,0.0,0
26,78,50,0.0,0
26,76,50,0.0,0
26,74,50,0.0,0
26,72,50,6.0,99
26,70,50,0.0,0
26,68,50,0.0,0
26,66,50,0.0,0
26,64,50,0.0,0
26,62,50,0.0,0
26,60,50,0.0,0
26,58,50,0.0,0
26,56,50,0.0,0
26,54,50,0.0,0
26,52,50,0.0,0
26,50,50,0.0,0
26,48,50,0.0,0
26,46,50,0.0,0
26,44,50,0.0,0
26,42,50,0.0,0
26,40,50,0.0,0
26,38,50,0.0,0
26,36,50,0.0,0
26,34,50,0.0,0
26,32,50,0.0,0
26,30,50,0.0,0
26,28,50,0.0,0
26,26,50,0.0,0
26,24,50,0.0,0
26,22,50,0.0,0
26,20,50,0.0,0
24,80,50,0.0,0
24,78,50,0.0,0
24,76,50,0.0,0
24,74,50,0.0,0
24,72,50,0.0,0
24,70,50,0.0,0
24,68,50,0.0,0
24,66,50,0.0,0
24,64,50,0.0,0
24,62,50,0.0,0
24,60,50,0.0,0
24,58,50,0.0,0
24,56,50,0.0,0
24,54,50,0.0,0
24,52,50,0.0,0
24,50,50,0.0,0
24,48,50,0.0,0
24,46,50,0.0,0
24,44,50,0.0,0
24,42,50,0.0,0
24,40,50,0.0,0
24,38,50,0.0,0
24,36,50,0.0,0
24,34,50,0.0,0
24,32,50,0.0,0
24,30,50,0.0,0
24,28,50,0.0,0
24,26,50,0.0,0
24,24,50,0.0,0
24,22,50,0.0,0
24,20,50,0.0,0
22,80,50,0.0,0
22,78,50,0.0,0
22,76,50,0.0,0
22,74,50,0.0,0
22,72,50,0.0,0
22,70,50,0.0,0
22,68,50,0.0,0
22,66,50,0.0,0
22,64,50,0.0,0
22,62,50,0.0,0
22,60,50,0.0,0
22,58,50,0.0,0
22,56,50,0.0,0
22,54,50,0.0,0
22,52,50,0.0,0
22,50,50,0.0,0
22,48,50,0.0,0
22,46,50,0.0,0
22,44,50,0.0,0
22,42,50,0.0,0
22,40,50,0.0,0
22,38,50,0.0,0
22,36,50,0.0,0
22,34,50,0.0,0
22,32,50,0.0,0
22,30,50,0.0,0
22,28,50,0.0,0
22,26,50,0.0,0
22,24,50,0.0,0
22,22,50,0.0,0
22,20,50,0.0,0
20,80,50,0.0,0
20,78,50,0.0,0
20,76,50,0.0,0
20,74,50,0.0,0
20,72,50,0.0,0
20,70,50,0.0,0
20,68,50,0.0,0
20,66,50,0.0,0
20,64,50,0.0,0
20,62,50,0.0,0
20,60,50,0.0,0
20,58,50,0.0,0
20,56,50,0.0,0
20,54,50,0.0,0
20,52,50,0.0,0
20,50,50,0.0,0
20,48,50,0.0,0
20,46,50,0.0,0
20,44,50,0.0,0
20,42,50,0.0,0
20,40,50,0.0,0
20,38,50,0.0,0
20,36,50,0.0,0
20,34,50,0.0,0
20,32,50,0.0,0
20,30,50,0.0,0
20,28,50,0.0,0
20,26,50,0.0,0
20,24,50,0.0,0
20,22,50,0.0,0
20,20,50,0.0,0
